DATES,TIMES,FlOW,NO3N,NH4N,ORTHO,CL,SO4S,SIO2,HCO3,NA,K,CA,MG,TKN,S 
2009/05/20,11:55,4.16 ,5.83,0.060 ,0.010 ,10.692 ,11.230 ,7.470 ,,5.020 ,1.660 ,10.940 ,5.170 ,6.244 ,
2009/05/22,12:10,2.88 ,4.87,0.050 ,0.010 ,9.664 ,10.660 ,7.540 ,,4.710 ,1.450 ,10.200 ,4.770 ,5.020 ,
2009/05/26,12:15,2.25 ,4.45,0.052 ,0.010 ,10.126 ,10.100 ,7.740 ,,5.320 ,1.200 ,10.720 ,4.780 ,4.606 ,
2009/05/27,13:15,3.15 ,4.99,0.046 ,0.010 ,10.939 ,11.150 ,8.090 ,,5.460 ,1.630 ,12.270 ,5.210 ,5.239 ,
2009/05/29,13:20,29.20 ,8.67,0.054 ,0.012 ,7.274 ,12.400 ,7.200 ,,3.440 ,1.700 ,12.880 ,6.010 ,8.939 ,
2009/06/01,12:35,6.55 ,6.52,0.047 ,0.010 ,8.684 ,11.300 ,7.530 ,,4.290 ,1.420 ,11.530 ,5.430 ,6.824 ,
2009/06/03,12:30,4.96 ,5.00,0.046 ,0.010 ,9.253 ,10.660 ,7.910 ,,4.620 ,1.390 ,11.120 ,4.920 ,5.218 ,
2009/06/05,13:15,8.04 ,4.91,0.062 ,0.011 ,9.299 ,10.890 ,7.770 ,,4.890 ,2.030 ,13.760 ,5.550 ,5.401 ,
2009/06/08,08:45,4.77 ,6.58,0.050 ,0.010 ,9.042 ,11.630 ,8.220 ,,5.220 ,1.310 ,12.110 ,5.750 ,6.832 ,
2009/06/10,11:55,4.08 ,6.21,0.073 ,0.018 ,10.224 ,12.360 ,8.570 ,,5.360 ,1.490 ,12.520 ,5.730 ,6.311 ,
2009/06/12,13:50,3.23 ,5.87,0.054 ,0.012 ,10.564 ,11.760 ,8.580 ,,5.410 ,1.490 ,12.310 ,5.560 ,6.027 ,
2009/06/15,12:50,1.97 ,5.29,0.059 ,0.010 ,11.334 ,11.130 ,8.430 ,,5.860 ,1.500 ,11.450 ,5.220 ,5.592 ,
2009/06/17,07:50,1.76 ,5.14,0.051 ,0.011 ,9.696 ,10.620 ,8.880 ,,5.160 ,1.270 ,11.730 ,5.400 ,5.331 ,
2009/06/18,12:40,2.14 ,4.92,0.153 ,0.010 ,11.433 ,11.130 ,8.760 ,,5.380 ,1.530 ,12.290 ,5.400 ,5.109 ,
2009/06/22,13:20,4.86 ,7.82,0.045 ,0.010 ,9.437 ,12.270 ,8.370 ,,4.820 ,1.500 ,13.370 ,6.270 ,8.210 ,
2009/06/24,13:20,2.74 ,6.72,0.052 ,0.010 ,9.832 ,11.690 ,8.680 ,,5.300 ,1.470 ,12.700 ,5.910 ,7.058 ,
2009/06/26,07:15,2.19 ,5.96,0.049 ,0.010 ,9.675 ,11.350 ,8.660 ,,4.520 ,1.330 ,12.470 ,5.760 ,6.305 ,
2009/06/29,09:25,1.66 ,5.34,0.051 ,0.011 ,10.136 ,10.840 ,8.730 ,,4.850 ,1.510 ,12.180 ,5.520 ,5.763 ,
2009/07/01,11:50,1.43 ,5.06,0.060 ,0.011 ,10.719 ,10.590 ,8.700 ,,5.690 ,1.470 ,12.450 ,5.430 ,5.387 ,
2009/07/02,10:05,1.48 ,4.57,0.047 ,0.011 ,11.243 ,10.810 ,8.570 ,,5.600 ,1.660 ,13.380 ,5.640 ,4.895 ,
2009/07/06,13:00,0.92 ,4.65,0.062 ,0.010 ,11.140 ,10.020 ,8.820 ,,5.850 ,1.550 ,12.420 ,5.330 ,5.205 ,
2009/07/08,11:45,0.79 ,4.54,0.046 ,0.010 ,10.316 ,9.810 ,8.920 ,,5.610 ,1.340 ,11.900 ,5.210 ,5.021 ,
2009/07/10,12:40,0.70 ,,,,,,,,,,,,4.586 ,
2009/07/13,09:10,3.08 ,,,,,,,,,,,,7.096 ,
2009/07/15,12:30,1.34 ,,,,,,,,,,,,6.287 ,
2009/07/17,08:55,1.14 ,,,,,,,,,,,,5.846 ,
2009/07/20,12:00,0.76 ,,,,,,,,,,,,5.158 ,
2009/07/22,11:55,0.70 ,,,,,,,,,,,,4.759 ,
2009/07/24,09:55,1.62 ,,,,,,,,,,,,4.694 ,
2009/07/27,09:10,1.62 ,,,,,,,,,,,,5.755 ,
2009/07/29,08:35,1.14 ,6.01,,,11.930 ,10.650 ,8.660 ,,,,,,6.311 ,
2009/07/31,00:08,2.94 ,6.98,,,11.731 ,12.120 ,8.350 ,,,,,,7.265 ,
2009/08/03,10:25,1.97 ,6.21,,,11.761 ,11.590 ,8.800 ,,,,,,6.284 ,
2009/08/05,09:50,1.43 ,5.92,,,11.424 ,10.790 ,8.900 ,,,,,,6.028 ,
2009/08/07,10:00,1.06 ,5.60,,,11.123 ,10.610 ,8.450 ,,,,,,5.792 ,
2009/08/10,13:20,8.85 ,7.71,,,9.675 ,13.310 ,8.070 ,,,,,,8.065 ,
2009/08/12,10:10,3.45 ,7.57,,,10.592 ,12.120 ,8.320 ,,,,,,7.706 ,
2009/08/14,12:15,6.79 ,7.47,,,10.406 ,12.770 ,8.230 ,,,,,,7.667 ,
2009/08/17,12:10,2.19 ,6.72,,,11.880 ,11.860 ,8.460 ,,,,,,6.748 ,
2009/08/19,07:35,2.14 ,5.84,,,11.741 ,11.560 ,8.330 ,,,,,,5.879 ,
2009/08/21,08:50,1.62 ,5.74,,,11.717 ,10.780 ,9.000 ,,,,,,5.897 ,
2009/08/24,08:55,1.66 ,6.12,,,11.737 ,11.120 ,8.830 ,,,,,,6.290 ,
2009/08/26,11:40,1.26 ,5.85,,,11.235 ,10.750 ,9.030 ,,,,,,5.821 ,
2009/08/28,08:00,1.10 ,5.92,,0.013 ,10.840 ,10.830 ,9.290 ,,5.810 ,1.660 ,14.600 ,6.370 ,5.669 ,
2009/09/01,12:10,2.74 ,7.68,,0.012 ,10.811 ,13.490 ,8.340 ,,6.130 ,1.860 ,14.600 ,6.820 ,7.664 ,
2009/09/02,13:20,2.02 ,7.26,,0.018 ,16.698 ,12.290 ,8.950 ,,8.430 ,1.890 ,14.610 ,6.650 ,7.322 ,
2009/09/04,13:20,1.48 ,6.62,,0.010 ,10.837 ,11.500 ,8.780 ,,5.120 ,1.920 ,14.180 ,6.310 ,6.898 ,
2009/09/08,11:50,0.99 ,5.94,,0.010 ,10.352 ,10.750 ,8.680 ,,5.950 ,1.640 ,13.910 ,6.110 ,6.088 ,
2009/09/09,09:55,0.96 ,5.91,,,9.998 ,10.680 ,8.560 ,,4.890 ,1.650 ,14.240 ,6.240 ,6.037 ,
2009/09/11,13:10,16.38 ,2.08,,0.058 ,8.457 ,11.640 ,5.050 ,,4.720 ,3.930 ,11.760 ,3.790 ,3.011 ,
2009/09/14,13:25,2.19 ,6.89,,,10.461 ,12.540 ,8.490 ,,4.850 ,1.800 ,13.610 ,6.340 ,6.995 ,
2009/09/16,13:10,1.39 ,6.22,,0.010 ,9.890 ,10.850 ,8.390 ,,5.720 ,3.910 ,13.810 ,6.020 ,6.280 ,
2009/09/18,12:25,1.26 ,5.96,,0.010 ,10.681 ,10.950 ,8.620 ,,5.050 ,1.720 ,12.420 ,6.100 ,5.995 ,
2009/09/21,11:50,0.92 ,5.95,,0.010 ,10.339 ,11.420 ,8.280 ,,5.710 ,1.780 ,13.590 ,6.120 ,6.116 ,
2009/09/23,12:35,0.82 ,5.61,,0.010 ,10.171 ,10.640 ,9.060 ,,5.900 ,1.700 ,13.820 ,6.020 ,5.600 ,
2009/09/25,12:25,0.70 ,5.50,,0.010 ,10.319 ,10.380 ,8.740 ,,5.040 ,1.870 ,14.130 ,6.120 ,5.582 ,
2009/09/28,13:25,1.97 ,6.36,,0.010 ,13.234 ,12.600 ,8.690 ,,6.410 ,2.520 ,15.230 ,6.420 ,6.547 ,
2009/09/30,12:25,1.39 ,7.37,,0.015 ,10.875 ,12.310 ,8.030 ,,5.320 ,2.010 ,14.690 ,6.650 ,7.469 ,
2009/10/02,08:00,1.10 ,7.21,,,10.518 ,11.710 ,8.580 ,,5.750 ,1.750 ,14.780 ,6.770 ,7.297 ,
2009/10/05,12:15,0.86 ,6.46,,,10.643 ,11.260 ,8.670 ,,4.490 ,1.880 ,13.770 ,5.010 ,6.860 ,
2009/10/07,08:45,1.22 ,6.247,,0.030 ,12.141 ,11.870 ,8.290 ,,6.450 ,3.360 ,15.830 ,6.730 ,6.349 ,4.061 
2009/10/09,14:10,0.86 ,5.972,,0.023 ,11.232 ,11.650 ,8.330 ,,5.750 ,2.370 ,14.810 ,6.270 ,6.044 ,3.726 
2009/10/13,10:35,1.03 ,7.378,,0.011 ,11.328 ,11.820 ,8.620 ,,5.970 ,2.020 ,15.480 ,6.730 ,7.481 ,4.053 
2009/10/15,07:50,0.96 ,7.446,,0.017 ,11.066 ,12.050 ,8.520 ,,5.550 ,2.020 ,15.530 ,6.800 ,7.583 ,3.991 
2009/10/16,07:55,3.68 ,4.647,0.148 ,0.021 ,13.481 ,14.650 ,7.390 ,,6.930 ,4.050 ,16.340 ,5.930 ,4.816 ,4.501 
2009/10/19,13:20,7.78 ,9.464,,0.014 ,9.153 ,14.320 ,8.130 ,,4.600 ,2.060 ,14.840 ,7.000 ,9.704 ,4.943 
2009/10/21,13:20,3.60 ,8.606,,0.010 ,9.782 ,13.630 ,8.080 ,,5.660 ,1.960 ,14.510 ,6.740 ,8.642 ,4.695 
2009/10/23,12:20,2.31 ,7.707,,0.010 ,10.174 ,12.740 ,7.970 ,,5.680 ,1.980 ,14.350 ,6.550 ,7.739 ,4.526 
2009/10/26,13:05,7.52 ,8.993,,0.010 ,8.814 ,13.980 ,8.040 ,,4.020 ,1.990 ,14.350 ,6.800 ,9.059 ,4.776 
2009/10/28,07:30,12.96 ,5.635,0.210 ,0.012 ,8.166 ,13.590 ,6.940 ,,4.900 ,2.920 ,13.810 ,5.380 ,,4.085 
2009/10/30,13:45,8.58 ,8.434,,,8.301 ,13.440 ,8.000 ,,4.130 ,1.890 ,13.680 ,6.430 ,8.498 ,4.655 
2009/11/02,14:50,3.99 ,7.149,,,8.874 ,13.300 ,7.940 ,,4.470 ,1.810 ,12.990 ,5.900 ,7.135 ,4.375 
2009/11/04,13:20,3.08 ,6.966,,,8.959 ,13.010 ,7.650 ,,4.390 ,1.690 ,12.470 ,5.800 ,7.099 ,4.231 
2009/11/06,15:25,2.37 ,6.775,,,10.287 ,12.420 ,7.890 ,,5.020 ,1.900 ,12.400 ,5.740 ,6.950 ,4.164 
2009/11/09,13:40,1.76 ,6.236,,,9.595 ,12.830 ,7.310 ,,4.980 ,1.640 ,11.960 ,5.470 ,6.304 ,3.946 
2009/11/12,13:20,1.43 ,5.92,,0.010 ,9.542 ,12.120 ,6.870 ,,4.800 ,1.600 ,11.730 ,5.420 ,6.044 ,3.865 
2009/11/13,10:45,1.39 ,5.992,,0.010 ,9.479 ,11.800 ,7.010 ,,5.140 ,1.600 ,11.930 ,5.480 ,6.149 ,3.826 
2009/11/16,13:40,1.14 ,5.527,,0.010 ,10.805 ,11.540 ,6.530 ,,5.940 ,1.790 ,12.210 ,5.400 ,5.630 ,3.905 
2009/11/18,14:10,0.99 ,5.93,,0.026 ,10.588 ,10.840 ,6.340 ,,5.080 ,1.730 ,11.980 ,5.510 ,,3.613 
2009/11/20,13:50,1.34 ,5.00,0.180 ,0.031 ,11.256 ,12.070 ,7.270 ,,5.990 ,2.220 ,13.430 ,5.690 ,,4.022 
2009/11/23,13:30,0.92 ,5.44,0.186 ,0.014 ,11.255 ,12.130 ,6.690 ,,5.580 ,4.190 ,12.190 ,5.440 ,,4.044 
2009/11/25,11:15,1.18 ,5.18,,0.011 ,11.021 ,11.550 ,6.960 ,,6.210 ,1.910 ,13.550 ,5.790 ,,3.850 
2009/11/27,13:55,1.52 ,4.88,,,12.489 ,12.030 ,7.350 ,,5.910 ,2.050 ,13.700 ,5.660 ,,4.011 
2009/11/30,13:35,1.81 ,5.90,0.125 ,,10.795 ,11.110 ,7.350 ,,5.690 ,1.790 ,12.710 ,5.610 ,,3.704 
2009/12/02,13:10,1.26 ,6.01,0.197 ,,10.183 ,11.180 ,7.790 ,,5.210 ,1.520 ,12.120 ,5.560 ,,3.727 
2009/12/04,13:00,3.91 ,8.13,,,9.863 ,13.070 ,7.660 ,,5.650 ,2.050 ,13.110 ,6.320 ,,4.357 
2009/12/04,14:50,3.83 ,6.35,0.147 ,,10.186 ,13.040 ,7.160 ,,4.460 ,1.800 ,11.900 ,5.560 ,,4.348 
2009/12/08,11:20,2.37 ,6.89,,,9.314 ,12.150 ,7.480 ,,4.940 ,1.470 ,11.980 ,5.790 ,,4.051 
2009/12/09,12:55,11.59 ,4.47,0.185 ,0.027 ,15.035 ,10.460 ,5.120 ,,6.930 ,2.830 ,12.210 ,4.610 ,,3.487 
2009/12/11,13:30,7.03 ,8.92,0.781 ,,10.199 ,13.840 ,7.440 ,,4.720 ,1.690 ,12.930 ,6.550 ,,4.613 
2009/12/16,13:45,5.05 ,6.59,,,9.170 ,12.760 ,7.430 ,,4.310 ,1.480 ,11.070 ,5.450 ,,4.254 
2009/12/18,09:40,4.08 ,6.53,0.188 ,,9.661 ,12.340 ,7.570 ,,4.660 ,1.470 ,10.800 ,5.410 ,,4.114 
2009/12/21,10:45,2.94 ,6.00,0.194 ,,10.727 ,11.960 ,7.620 ,,5.410 ,1.450 ,10.770 ,5.240 ,,3.985 
2009/12/23,14:10,2.31 ,5.59,,,9.478 ,11.620 ,7.540 ,,4.610 ,1.340 ,10.200 ,5.010 ,,3.873 
2009/12/24,11:15,2.08 ,5.65,,,9.528 ,11.460 ,7.970 ,,4.240 ,1.360 ,10.340 ,5.080 ,,3.822 
2009/12/28,13:20,6.55 ,8.05,0.119 ,,11.319 ,13.400 ,7.280 ,,4.890 ,1.610 ,12.280 ,6.210 ,,4.467 
2009/12/30,14:05,3.75 ,7.29,0.186 ,,10.909 ,12.850 ,7.490 ,,5.270 ,1.680 ,11.360 ,5.710 ,,4.284 
2010/01/04,13:15,2.37 ,5.97,0.133 ,,10.347 ,11.860 ,7.510 ,,5.000 ,1.450 ,10.300 ,5.100 ,,3.954 
2010/01/06,14:25,2.02 ,5.69,0.355 ,,10.416 ,11.490 ,,,4.560 ,1.360 ,10.040 ,4.950 ,,3.830 
2010/01/08,11:00,1.81 ,5.46,,,9.760 ,11.350 ,7.410 ,,4.850 ,1.320 ,10.100 ,4.980 ,,3.785 
2010/01/11,13:15,1.57 ,5.30,0.205 ,,8.947 ,12.760 ,9.030 ,,4.470 ,1.570 ,10.940 ,5.380 ,4.079 ,4.253 
2010/01/13,13:40,1.26 ,5.28,0.112 ,,8.336 ,12.290 ,8.830 ,,4.200 ,1.470 ,10.710 ,5.280 ,3.992 ,4.096 
2010/01/15,14:00,1.30 ,5.08,0.166 ,,11.195 ,12.920 ,8.360 ,,4.720 ,1.620 ,11.170 ,5.270 ,3.929 ,4.305 
2010/01/19,13:25,3.83 ,6.44,0.233 ,,13.741 ,14.760 ,7.920 ,,5.510 ,2.390 ,13.320 ,6.180 ,5.486 ,4.918 
2010/01/20,14:30,3.37 ,6.04,,,11.866 ,13.720 ,8.140 ,,5.000 ,1.760 ,11.960 ,5.660 ,4.840 ,4.574 
2010/01/22,14:10,2.81 ,5.13,,,9.298 ,13.390 ,7.970 ,,5.390 ,1.680 ,11.130 ,5.320 ,4.232 ,4.463 
2010/01/25,13:15,174.06 ,5.67,0.237 ,0.018 ,6.114 ,12.060 ,4.650 ,,3.340 ,3.860 ,10.910 ,4.120 ,,4.019 
2010/01/27,13:20,15.19 ,6.92,,,8.267 ,14.480 ,7.220 ,,3.410 ,2.120 ,12.270 ,5.860 ,6.389 ,4.825 
2010/01/29,11:30,7.03 ,6.20,,,9.192 ,13.580 ,7.780 ,,3.500 ,1.780 ,11.450 ,5.570 ,5.584 ,4.525 
2010/02/01,11:00,3.99 ,5.35,,,10.744 ,12.580 ,8.180 ,,4.180 ,1.670 ,10.790 ,5.260 ,4.640 ,4.195 
2010/02/03,12:50,3.37 ,5.06,,,11.785 ,12.630 ,8.190 ,,5.170 ,1.770 ,10.980 ,5.260 ,4.246 ,4.210 
2010/02/05,10:10,2.55 ,4.94,,,10.463 ,12.240 ,8.260 ,,4.870 ,1.560 ,10.690 ,5.140 ,3.971 ,4.082 
2010/02/08,14:15,2.14 ,4.78,,,11.336 ,29.850 ,8.060 ,,5.730 ,5.250 ,12.930 ,5.150 ,3.860 ,9.949 
2010/02/09,14:20,1.97 ,4.72,,,9.576 ,11.910 ,8.330 ,,4.860 ,1.450 ,10.330 ,4.940 ,3.697 ,3.969 
2010/02/12,13:05,1.76 ,4.65,,,10.522 ,13.260 ,8.560 ,,5.260 ,1.950 ,10.560 ,4.750 ,3.518 ,4.419 
2010/02/16,10:55,1.43 ,4.62,,,11.377 ,12.040 ,8.440 ,,5.640 ,1.470 ,11.080 ,5.060 ,3.632 ,4.013 
2010/02/17,13:30,1.34 ,4.54,,,11.706 ,11.950 ,8.500 ,,5.500 ,1.550 ,11.130 ,5.080 ,3.665 ,3.983 
2010/02/19,13:15,1.34 ,4.38,,,12.940 ,12.130 ,8.150 ,,5.780 ,1.510 ,11.400 ,5.020 ,3.436 ,4.045 
2010/02/22,10:50,1.43 ,4.26,,,15.704 ,12.930 ,8.040 ,,6.950 ,1.880 ,12.530 ,5.300 ,3.295 ,4.310 
2010/02/24,14:10,2.08 ,4.12,,,18.780 ,13.690 ,7.590 ,,7.350 ,1.810 ,13.360 ,5.380 ,3.047 ,4.565 
2010/02/25,13:20,2.43 ,4.16,,,19.224 ,13.640 ,7.560 ,,8.720 ,1.760 ,13.170 ,5.380 ,3.616 ,4.546 
2010/03/01,13:50,2.08 ,3.88,,,20.455 ,13.300 ,7.470 ,,8.500 ,1.750 ,12.560 ,5.070 ,2.732 ,4.434 
2010/03/03,14:05,4.25 ,4.14,,,20.097 ,14.380 ,7.040 ,,8.870 ,2.150 ,13.470 ,5.340 ,3.361 ,4.795 
2010/03/05,09:50,6.32 ,5.60,,,14.406 ,14.710 ,7.250 ,,6.280 ,1.880 ,12.720 ,5.730 ,4.606 ,4.904 
2010/03/08,12:00,13.68 ,6.79,,,9.984 ,15.540 ,6.950 ,,4.700 ,2.110 ,12.550 ,6.020 ,6.328 ,5.180 
2010/03/10,13:10,19.39 ,7.06,,,8.693 ,14.740 ,6.770 ,,5.100 ,1.920 ,12.260 ,6.030 ,6.371 ,4.912 
2010/03/12,10:35,23.22 ,6.86,,0.011 ,7.676 ,14.780 ,4.730 ,,3.470 ,1.890 ,12.070 ,5.620 ,8.132 ,4.927 
2010/03/15,12:00,18.50 ,6.86,,0.051 ,9.775 ,15.100 ,6.740 ,,4.380 ,1.770 ,12.300 ,5.800 ,7.901 ,5.033 
2010/03/17,16:40,8.58 ,5.99,,0.011 ,10.189 ,14.610 ,6.940 ,,4.810 ,1.860 ,11.660 ,5.410 ,7.049 ,4.871 
2010/03/19,12:35,6.10 ,5.18,,0.015 ,10.083 ,13.650 ,7.140 ,,4.660 ,1.550 ,10.930 ,4.980 ,6.102 ,4.548 
2010/03/23,12:05,6.55 ,5.29,,0.014 ,11.449 ,13.940 ,7.040 ,,5.480 ,1.720 ,12.190 ,5.170 ,6.078 ,4.648 
2010/03/24,13:00,5.44 ,6.02,0.126 ,0.011 ,10.348 ,14.160 ,7.060 ,,4.420 ,1.590 ,11.910 ,5.480 ,6.893 ,4.719 
2010/03/26,13:55,4.77 ,5.33,,,10.565 ,14.170 ,7.100 ,,4.780 ,1.540 ,11.600 ,5.220 ,6.215 ,4.722 
2010/03/29,12:30,12.96 ,6.47,,,8.969 ,14.850 ,6.790 ,,4.170 ,1.640 ,12.130 ,5.540 ,7.532 ,4.949 
2010/03/31,13:20,39.44 ,7.34,,0.017 ,7.397 ,15.440 ,6.630 ,,3.280 ,1.840 ,12.410 ,5.690 ,8.210 ,5.146 
2010/04/02,08:20,12.26 ,5.90,,,8.122 ,14.830 ,6.950 ,,3.720 ,1.480 ,11.410 ,5.290 ,6.834 ,4.942 
2010/04/05,12:15,5.44 ,4.61,0.109 ,,9.156 ,13.290 ,7.240 ,,4.000 ,1.430 ,10.380 ,4.690 ,5.525 ,4.431 
2010/04/07,12:45,4.16 ,4.29,0.012 ,0.008 ,9.384 ,10.560 ,7.170 ,,4.690 ,1.440 ,8.880 ,4.180 ,4.446 ,3.521 
2010/04/12,11:50,2.19 ,4.05,0.020 ,0.008 ,9.293 ,10.110 ,7.310 ,,3.850 ,1.350 ,8.860 ,4.190 ,4.419 ,3.370 
2010/04/14,13:30,1.87 ,4.02,0.051 ,0.008 ,11.286 ,9.840 ,7.440 ,,5.490 ,1.530 ,8.680 ,4.050 ,4.394 ,3.282 
2010/04/16,09:50,1.76 ,4.20,0.019 ,0.008 ,8.937 ,9.830 ,7.300 ,,4.530 ,1.290 ,9.210 ,4.320 ,4.461 ,3.277 
2010/04/19,10:10,1.71 ,4.20,0.016 ,0.008 ,9.144 ,9.960 ,7.490 ,,4.520 ,1.230 ,9.360 ,4.290 ,4.382 ,3.320 
2010/04/20,13:40,1.52 ,4.08,0.012 ,0.008 ,9.069 ,10.080 ,7.300 ,,4.730 ,1.310 ,9.190 ,4.150 ,4.254 ,3.359 
2010/04/23,12:00,1.34 ,3.89,0.012 ,0.008 ,8.455 ,9.660 ,7.140 ,,4.310 ,1.190 ,9.020 ,4.130 ,4.148 ,3.220 
2010/04/26,11:20,2.43 ,3.70,0.031 ,0.022 ,10.691 ,10.750 ,7.250 ,,5.850 ,1.550 ,10.930 ,4.580 ,4.079 ,3.582 
2010/04/29,13:10,1.97 ,4.93,0.016 ,0.018 ,8.907 ,10.440 ,7.080 ,,5.010 ,1.350 ,9.730 ,4.550 ,5.163 ,3.479 
2010/04/30,12:50,1.92 ,4.76,0.046 ,0.012 ,8.546 ,10.250 ,7.110 ,,4.230 ,1.530 ,9.350 ,4.360 ,4.922 ,3.418 
2010/05/03,12:00,2.31 ,3.76,0.019 ,0.013 ,8.818 ,9.960 ,6.960 ,,4.840 ,1.360 ,9.990 ,4.360 ,4.070 ,3.319 
2010/05/06,13:20,1.52 ,3.91,0.123 ,,9.301 ,11.130 ,7.100 ,,4.450 ,1.460 ,10.790 ,4.490 ,,3.710 
2010/05/07,10:15,1.39 ,3.98,0.110 ,,8.481 ,10.590 ,7.200 ,,3.890 ,1.240 ,10.530 ,4.590 ,,3.529 
2010/05/10,08:40,1.14 ,3.98,,,8.760 ,10.340 ,7.510 ,,4.170 ,1.130 ,10.740 ,4.750 ,,3.447 
2010/05/12,12:30,1.57 ,3.66,,,11.537 ,11.730 ,7.310 ,,5.850 ,1.700 ,12.450 ,4.850 ,,3.910 
2010/05/14,12:10,1.18 ,4.27,,,9.553 ,10.490 ,7.140 ,,3.920 ,1.280 ,11.320 ,4.760 ,,3.498 
2010/05/17,10:45,0.99 ,4.50,,,9.062 ,10.240 ,6.920 ,,4.460 ,1.230 ,11.560 ,5.000 ,,3.412 
2010/05/19,09:50,1.03 ,4.63,,,9.279 ,10.160 ,7.770 ,,4.420 ,1.190 ,11.910 ,5.100 ,,3.385 
2010/05/21,10:05,0.86 ,4.29,,,9.126 ,9.930 ,7.110 ,,4.300 ,1.170 ,11.910 ,5.050 ,,3.311 
2010/05/24,12:30,0.76 ,4.11,,,9.039 ,9.720 ,7.430 ,,4.510 ,1.310 ,12.100 ,4.980 ,,3.240 
2010/05/26,10:15,0.70 ,3.98,,,8.606 ,9.570 ,7.480 ,,4.250 ,1.320 ,12.400 ,5.110 ,,3.188 
2010/05/28,09:05,0.64 ,4.00,,,8.570 ,9.460 ,7.550 ,,4.160 ,1.380 ,12.640 ,5.190 ,,3.154 
2010/06/01,08:45,0.54 ,3.54,0.132 ,,8.975 ,9.080 ,7.840 ,,4.430 ,1.450 ,12.870 ,5.160 ,,3.027 
2010/06/02,12:00,0.49 ,3.58,,,8.586 ,9.000 ,8.170 ,,4.090 ,1.440 ,12.550 ,4.990 ,,3.000 
2010/06/04,12:40,0.45 ,3.36,,,8.484 ,8.960 ,8.210 ,,4.160 ,1.230 ,12.460 ,4.920 ,,2.986 
2010/06/07,09:50,0.49 ,3.49,,,9.995 ,9.520 ,8.620 ,,5.130 ,1.460 ,14.280 ,5.370 ,,3.172 
2010/06/08,11:55,0.42 ,3.23,,,8.990 ,8.620 ,8.050 ,,4.840 ,1.330 ,12.650 ,4.950 ,,2.873 
2010/06/11,10:30,0.62 ,4.09,,,13.753 ,10.930 ,8.700 ,,6.530 ,1.820 ,15.490 ,5.680 ,,3.644 
2010/06/14,14:00,1.03 ,5.27,,,14.668 ,12.130 ,8.530 ,,7.020 ,2.100 ,16.500 ,5.970 ,,4.043 
2010/06/16,12:25,0.92 ,6.16,,,12.500 ,12.510 ,8.600 ,,6.170 ,2.150 ,16.220 ,6.460 ,6.569 ,4.170 
2010/06/21,09:20,0.54 ,5.05,,,11.621 ,10.870 ,8.730 ,,6.230 ,1.820 ,15.650 ,6.180 ,5.433 ,3.624 
2010/06/22,12:30,0.49 ,4.66,,,11.292 ,10.750 ,8.500 ,,5.910 ,1.680 ,15.440 ,6.000 ,5.064 ,3.585 
2010/06/25,10:25,0.45 ,4.48,,,11.794 ,10.710 ,8.600 ,,5.920 ,1.940 ,15.800 ,5.990 ,4.941 ,3.570 
2010/06/28,12:50,0.42 ,3.74,,,11.030 ,10.340 ,8.560 ,,6.120 ,1.900 ,15.640 ,5.890 ,4.106 ,3.446 
2010/06/30,11:15,0.33 ,3.50,,,11.107 ,10.290 ,8.400 ,,6.260 ,1.800 ,15.650 ,5.910 ,3.794 ,3.428 
2010/07/02,11:55,0.31 ,3.52,,,11.454 ,9.930 ,8.240 ,,5.760 ,1.690 ,14.930 ,5.600 ,3.888 ,3.308 
2010/07/06,08:40,0.26 ,3.15,,,10.012 ,9.360 ,8.480 ,,5.770 ,2.320 ,15.280 ,5.810 ,3.536 ,3.120 
2010/07/07,13:15,0.21 ,2.59,,,9.835 ,9.100 ,8.490 ,,5.430 ,2.160 ,14.530 ,5.490 ,2.943 ,3.034 
2010/07/09,13:05,0.27 ,4.19,0.035 ,0.008 ,10.370 ,10.250 ,7.380 ,,4.770 ,1.330 ,8.930 ,4.180 ,4.308 ,3.418 
2010/07/09,09:00,0.33 ,2.61,,,10.185 ,9.880 ,8.830 ,,5.260 ,2.620 ,14.930 ,5.730 ,2.967 ,3.292 
2010/07/12,07:25,0.26 ,2.24,,,11.925 ,9.540 ,8.920 ,,6.490 ,2.110 ,16.040 ,5.990 ,2.529 ,3.180 
2010/07/14,08:05,6.10 ,2.33,,0.030 ,11.802 ,18.210 ,7.130 ,,8.730 ,3.420 ,18.690 ,5.260 ,3.044 ,6.070 
2010/07/16,12:00,0.47 ,3.86,,,14.208 ,11.980 ,9.000 ,,7.550 ,2.320 ,16.930 ,6.010 ,4.287 ,3.993 
2010/07/19,11:00,0.34 ,2.85,,,12.219 ,10.070 ,8.620 ,,6.690 ,2.240 ,15.800 ,5.610 ,3.369 ,3.358 
2010/07/21,10:30,0.31 ,2.41,,,11.836 ,9.440 ,8.620 ,,6.490 ,1.890 ,16.130 ,5.840 ,2.841 ,3.145 
2010/07/23,08:35,0.29 ,2.32,,,11.746 ,9.690 ,8.490 ,,6.640 ,2.270 ,16.860 ,5.980 ,2.960 ,3.231 
2010/07/26,08:15,0.67 ,3.53,,,15.509 ,14.240 ,9.090 ,,8.770 ,3.180 ,19.380 ,6.300 ,4.163 ,4.746 
2010/07/28,13:20,0.36 ,2.82,,,12.978 ,10.330 ,9.000 ,,6.640 ,2.090 ,16.170 ,5.590 ,3.252 ,3.444 
