DATES,TIMES,FlOW,NO3N,NH4N,ORTHO,CL,SO4S,SIO2,HCO3,NA,K,CA,MG,TKN,S 
1999/08/06,09:30,0.05 ,0.46,0.550 ,0.026 ,7.390 ,5.870 ,5.540 ,1.180 ,5.140 ,2.110 ,15.490 ,5.510 ,,
1999/08/09,07:48,0.13 ,0.63,3.250 ,0.011 ,8.530 ,9.410 ,6.540 ,1.100 ,4.820 ,2.780 ,14.210 ,5.110 ,,
1999/08/11,09:32,0.17 ,0.52,1.840 ,,8.120 ,6.860 ,5.640 ,0.940 ,4.710 ,1.950 ,14.740 ,5.170 ,,
1999/08/13,10:45,0.16 ,0.46,0.050 ,,7.300 ,6.090 ,5.530 ,1.130 ,5.480 ,2.120 ,14.810 ,5.210 ,,
1999/08/16,14:12,0.29 ,3.63,0.990 ,,18.520 ,17.760 ,7.320 ,0.840 ,8.880 ,3.230 ,19.020 ,6.430 ,,
1999/08/18,08:10,0.23 ,2.34,0.450 ,,14.440 ,13.540 ,6.670 ,1.060 ,8.250 ,2.860 ,18.830 ,6.490 ,,
1999/08/20,07:40,0.18 ,1.56,0.180 ,,12.180 ,11.130 ,6.360 ,1.060 ,7.240 ,2.350 ,17.230 ,6.060 ,,
1999/08/23,07:50,0.16 ,1.48,0.790 ,,12.560 ,10.960 ,6.850 ,1.040 ,6.860 ,3.570 ,16.980 ,5.880 ,,
1999/08/25,07:46,0.15 ,1.24,1.180 ,,11.330 ,9.180 ,7.020 ,1.070 ,6.400 ,2.540 ,16.300 ,5.680 ,,
1999/08/27,11:53,4.50 ,8.51,0.540 ,0.021 ,14.000 ,19.510 ,7.450 ,0.460 ,6.850 ,3.470 ,16.530 ,6.310 ,,
1999/08/30,07:35,0.62 ,6.17,0.020 ,,14.680 ,15.830 ,7.580 ,0.700 ,7.200 ,2.460 ,18.230 ,6.710 ,,
1999/09/01,09:42,0.38 ,4.65,0.330 ,,14.170 ,13.960 ,7.080 ,0.770 ,8.000 ,2.870 ,17.190 ,6.390 ,,
1999/09/03,10:15,0.31 ,3.60,2.100 ,,13.250 ,12.790 ,6.890 ,0.860 ,6.670 ,2.570 ,17.230 ,6.260 ,,
1999/09/08,08:05,1.39 ,6.68,0.050 ,,16.530 ,17.120 ,8.140 ,0.640 ,8.560 ,2.970 ,18.100 ,6.720 ,,
1999/09/10,09:45,0.73 ,6.01,0.740 ,,14.400 ,14.680 ,7.880 ,0.680 ,6.770 ,2.410 ,16.860 ,6.600 ,,
1999/09/13,07:33,0.40 ,4.84,0.800 ,,13.210 ,13.020 ,7.590 ,0.760 ,6.420 ,2.440 ,16.770 ,6.390 ,,
1999/09/15,10:20,0.38 ,4.38,,,12.500 ,12.490 ,8.190 ,0.830 ,7.220 ,2.440 ,16.500 ,6.270 ,,
1999/09/17,11:50,25.30 ,11.87,0.480 ,0.026 ,11.140 ,15.880 ,6.960 ,0.230 ,4.470 ,3.660 ,15.440 ,7.100 ,,
1999/09/20,13:17,2.59 ,10.34,0.440 ,0.012 ,8.170 ,15.450 ,7.750 ,0.360 ,5.110 ,2.480 ,16.140 ,7.080 ,,
1999/09/22,10:07,7.52 ,8.56,1.180 ,0.031 ,12.080 ,17.370 ,7.160 ,0.450 ,5.400 ,3.090 ,16.750 ,6.610 ,,
1999/09/24,07:55,5.05 ,10.78,0.900 ,,11.300 ,15.820 ,7.520 ,0.330 ,4.570 ,3.000 ,15.610 ,7.450 ,,
1999/09/27,07:35,1.71 ,9.09,0.170 ,,11.880 ,14.110 ,7.180 ,0.430 ,5.880 ,2.670 ,15.690 ,7.010 ,,
1999/09/29,08:20,1.62 ,7.62,1.290 ,,12.180 ,14.540 ,8.100 ,0.530 ,5.420 ,2.700 ,16.220 ,6.940 ,,
1999/10/01,07:45,13.32 ,11.35,,0.021 ,10.060 ,15.660 ,7.250 ,0.250 ,4.280 ,4.060 ,15.330 ,7.470 ,,
1999/10/04,07:37,5.45 ,8.61,1.600 ,0.011 ,11.210 ,16.630 ,6.850 ,0.430 ,4.710 ,3.240 ,15.670 ,6.910 ,,
1999/10/06,10:30,2.25 ,8.83,0.240 ,,11.280 ,14.520 ,7.240 ,0.350 ,5.000 ,2.690 ,14.660 ,6.730 ,,
1999/10/08,08:15,1.62 ,8.71,,,10.880 ,14.170 ,7.260 ,0.350 ,5.050 ,1.950 ,14.730 ,6.860 ,,
1999/10/13,08:45,3.23 ,10.08,,,10.190 ,14.360 ,7.400 ,0.330 ,4.710 ,1.910 ,15.090 ,7.360 ,,
1999/10/15,10:40,2.55 ,9.06,0.130 ,,10.700 ,14.870 ,7.160 ,0.350 ,5.220 ,2.280 ,14.700 ,6.900 ,,
1999/10/18,08:08,1.97 ,8.72,0.270 ,,10.210 ,13.720 ,6.990 ,0.360 ,5.020 ,2.180 ,14.730 ,6.980 ,,
1999/10/20,07:35,1.97 ,7.74,,,10.490 ,13.540 ,6.570 ,0.430 ,5.130 ,2.310 ,14.870 ,6.810 ,,
1999/10/22,10:13,1.34 ,7.80,0.130 ,,10.090 ,12.880 ,6.640 ,0.440 ,5.120 ,1.960 ,14.150 ,6.570 ,,
1999/10/25,10:25,0.92 ,7.16,0.180 ,,9.860 ,13.280 ,6.430 ,0.440 ,5.090 ,1.780 ,13.950 ,6.370 ,,
1999/10/27,07:25,0.82 ,6.92,,,9.650 ,12.350 ,6.110 ,0.450 ,5.120 ,1.870 ,14.020 ,6.360 ,,
1999/10/29,10:05,0.73 ,6.68,0.150 ,,9.420 ,12.190 ,6.450 ,0.460 ,5.220 ,1.950 ,14.280 ,6.280 ,,
1999/11/01,09:05,0.64 ,6.27,0.200 ,,9.470 ,12.770 ,5.740 ,0.520 ,8.240 ,0.790 ,19.400 ,5.440 ,,
1999/11/03,11:55,3.91 ,8.96,0.220 ,0.011 ,11.290 ,15.270 ,7.550 ,0.360 ,4.870 ,2.120 ,15.190 ,7.370 ,,
1999/11/05,08:25,2.37 ,9.90,0.570 ,,10.300 ,14.230 ,7.490 ,0.310 ,5.150 ,2.090 ,14.190 ,6.690 ,,
1999/11/09,08:25,1.76 ,8.22,,,9.660 ,13.240 ,7.260 ,0.350 ,4.990 ,1.910 ,13.950 ,6.610 ,,
1999/11/10,13:30,1.26 ,7.89,0.030 ,,9.630 ,12.460 ,6.950 ,0.360 ,5.070 ,1.690 ,13.970 ,6.340 ,,
1999/11/12,11:10,0.96 ,7.48,0.130 ,,9.450 ,11.950 ,7.300 ,0.380 ,5.010 ,1.800 ,13.820 ,6.450 ,,
1999/11/15,15:23,0.82 ,7.06,0.480 ,,9.120 ,11.720 ,6.830 ,0.330 ,4.830 ,1.770 ,13.240 ,6.170 ,,
1999/11/17,08:32,0.73 ,7.00,,,9.020 ,11.330 ,7.110 ,0.410 ,4.900 ,1.550 ,13.450 ,6.310 ,,
1999/11/19,08:25,0.62 ,6.66,0.210 ,,8.780 ,11.290 ,6.910 ,0.400 ,5.110 ,1.830 ,13.360 ,6.130 ,,
1999/11/22,08:39,0.62 ,6.12,0.260 ,,8.990 ,10.990 ,6.290 ,0.510 ,5.170 ,1.880 ,13.780 ,6.100 ,,
1999/11/24,13:21,0.57 ,5.81,0.090 ,,9.100 ,11.040 ,6.380 ,0.490 ,5.200 ,1.940 ,13.480 ,5.810 ,,
1999/11/26,11:27,1.06 ,5.40,,,11.760 ,13.830 ,7.480 ,0.570 ,6.820 ,2.400 ,15.310 ,6.250 ,,
1999/11/29,13:05,1.97 ,8.12,0.460 ,,9.890 ,12.670 ,7.550 ,0.300 ,4.950 ,1.890 ,13.990 ,6.690 ,,
1999/12/01,11:05,1.48 ,8.26,0.140 ,,9.460 ,12.270 ,7.880 ,0.310 ,4.990 ,1.720 ,13.640 ,6.590 ,,
1999/12/03,10:35,1.39 ,7.81,0.080 ,,8.980 ,12.350 ,7.730 ,0.320 ,4.880 ,1.860 ,13.440 ,6.410 ,,
1999/12/06,08:47,2.02 ,6.68,0.180 ,,9.660 ,13.120 ,6.690 ,0.450 ,5.200 ,4.560 ,14.090 ,6.230 ,,
1999/12/08,14:15,1.03 ,6.71,0.080 ,,9.110 ,11.960 ,7.430 ,0.360 ,5.250 ,2.050 ,12.960 ,5.980 ,,
1999/12/10,09:32,0.99 ,6.44,0.290 ,,9.010 ,11.570 ,7.460 ,0.370 ,4.990 ,1.660 ,13.010 ,5.980 ,,
1999/12/13,10:46,0.92 ,6.29,0.070 ,,9.030 ,11.690 ,7.730 ,0.360 ,5.090 ,1.540 ,12.790 ,5.860 ,,
1999/12/15,14:28,22.23 ,10.44,0.030 ,0.017 ,8.190 ,14.980 ,6.740 ,0.150 ,3.670 ,2.510 ,14.050 ,7.190 ,,
1999/12/17,08:47,6.79 ,9.62,0.130 ,,8.400 ,14.250 ,7.240 ,0.170 ,3.950 ,1.930 ,13.560 ,6.940 ,,
1999/12/20,11:18,3.30 ,7.61,0.050 ,,8.400 ,12.780 ,7.550 ,0.220 ,4.340 ,1.890 ,12.220 ,6.050 ,,
1999/12/22,13:31,2.55 ,7.05,0.070 ,,8.580 ,12.530 ,7.600 ,0.220 ,4.450 ,1.740 ,11.880 ,5.820 ,,
1999/12/27,13:46,1.62 ,6.72,0.060 ,,8.040 ,11.960 ,7.790 ,0.190 ,4.380 ,1.600 ,11.690 ,5.650 ,,
1999/12/29,10:15,1.39 ,6.70,0.100 ,,8.070 ,10.830 ,7.780 ,0.280 ,4.410 ,1.480 ,11.530 ,5.690 ,,
2000/01/03,09:27,1.14 ,6.05,0.140 ,,8.470 ,11.480 ,7.420 ,0.330 ,4.770 ,1.740 ,12.110 ,5.670 ,,
2000/01/05,10:40,1.43 ,5.97,,,12.580 ,14.370 ,7.620 ,0.340 ,5.630 ,1.730 ,13.330 ,5.640 ,,
2000/01/07,08:32,1.06 ,5.89,0.030 ,,9.740 ,12.480 ,7.750 ,0.330 ,4.810 ,1.490 ,11.920 ,5.310 ,,
2000/01/10,09:08,1.06 ,6.13,0.060 ,,9.730 ,12.580 ,7.550 ,0.320 ,4.730 ,1.520 ,12.060 ,5.410 ,,
2000/01/12,08:37,4.59 ,9.05,0.070 ,,9.380 ,14.280 ,7.250 ,0.190 ,4.240 ,1.740 ,13.020 ,6.600 ,,
2000/01/14,10:35,3.15 ,8.79,,,10.190 ,14.730 ,7.710 ,0.180 ,4.690 ,1.730 ,13.160 ,6.710 ,,
2000/01/19,09:05,1.66 ,7.36,0.020 ,0.014 ,10.550 ,14.000 ,7.810 ,0.210 ,5.000 ,1.710 ,11.490 ,5.830 ,,
2000/01/21,10:00,1.57 ,7.04,,0.014 ,11.140 ,13.610 ,7.720 ,0.230 ,5.170 ,1.470 ,11.440 ,5.600 ,,
2000/01/24,09:15,1.18 ,6.23,0.090 ,0.033 ,8.170 ,12.260 ,7.610 ,0.230 ,4.060 ,1.340 ,10.680 ,5.180 ,,
2000/01/26,10:20,1.30 ,6.21,0.080 ,,8.040 ,12.110 ,7.750 ,0.240 ,4.050 ,1.330 ,10.990 ,5.250 ,,
2000/01/28,10:40,0.89 ,6.15,0.030 ,,9.050 ,12.290 ,8.310 ,0.280 ,4.560 ,1.380 ,11.430 ,5.350 ,,
2000/01/31,10:50,0.99 ,5.70,0.030 ,,8.620 ,11.570 ,7.570 ,0.260 ,4.530 ,1.360 ,10.660 ,5.020 ,,
2000/02/02,09:40,0.82 ,5.69,0.070 ,,9.240 ,11.650 ,7.890 ,0.280 ,5.050 ,1.980 ,11.280 ,5.190 ,,
2000/02/04,10:50,0.82 ,5.58,0.050 ,,8.770 ,11.260 ,7.870 ,0.280 ,4.550 ,1.340 ,11.220 ,5.180 ,,
2000/02/07,09:45,0.70 ,5.45,0.060 ,,12.810 ,11.880 ,7.970 ,0.320 ,6.260 ,1.300 ,12.250 ,5.470 ,,
2000/02/09,10:55,0.64 ,5.49,0.060 ,,13.680 ,11.720 ,8.320 ,0.290 ,6.850 ,1.360 ,13.180 ,5.800 ,,
2000/02/11,09:00,1.03 ,5.25,0.140 ,,19.530 ,12.240 ,7.080 ,0.290 ,8.820 ,1.570 ,13.350 ,5.650 ,,
2000/02/14,11:05,25.84 ,3.95,0.260 ,0.063 ,19.260 ,13.530 ,3.280 ,0.230 ,9.410 ,3.510 ,10.380 ,3.650 ,,
2000/02/16,11:33,7.03 ,6.85,0.060 ,,13.930 ,15.370 ,6.510 ,0.150 ,6.010 ,1.770 ,12.210 ,5.660 ,,
2000/02/18,08:50,5.66 ,6.76,0.060 ,,10.330 ,13.940 ,6.390 ,0.150 ,4.860 ,1.800 ,11.900 ,5.650 ,,
2000/02/23,08:35,5.88 ,6.83,0.050 ,,12.040 ,13.580 ,6.160 ,0.160 ,5.450 ,1.770 ,12.260 ,5.760 ,,
2000/02/25,08:40,10.32 ,7.68,0.050 ,,10.490 ,14.130 ,6.030 ,0.160 ,4.500 ,1.750 ,12.420 ,6.040 ,,
2000/02/28,13:15,30.38 ,8.35,,0.019 ,9.160 ,15.230 ,6.270 ,0.130 ,3.880 ,1.960 ,11.860 ,6.000 ,,
2000/03/01,09:05,9.42 ,7.43,,,9.250 ,14.500 ,6.730 ,0.160 ,4.060 ,1.600 ,11.280 ,5.780 ,,
2000/03/03,11:30,5.05 ,6.22,,0.010 ,9.050 ,13.990 ,6.920 ,0.150 ,4.090 ,1.420 ,10.270 ,5.190 ,,
2000/03/06,12:55,2.55 ,5.25,,,9.130 ,12.810 ,6.940 ,0.180 ,4.220 ,1.480 ,9.400 ,4.690 ,,
2000/03/08,10:25,2.08 ,5.07,,,9.310 ,12.350 ,6.470 ,0.180 ,4.270 ,1.300 ,9.540 ,4.760 ,,
2000/03/10,09:30,2.08 ,4.95,,0.012 ,8.940 ,11.920 ,6.940 ,0.220 ,4.420 ,1.400 ,9.770 ,4.710 ,,
2000/03/13,11:30,9.42 ,7.49,,0.010 ,9.370 ,14.650 ,6.680 ,0.120 ,4.150 ,1.630 ,11.420 ,5.910 ,,
2000/03/15,08:48,5.24 ,6.77,0.020 ,,9.630 ,14.370 ,6.730 ,0.160 ,4.340 ,1.580 ,10.990 ,5.630 ,,
2000/03/17,14:35,7.78 ,5.65,,,10.000 ,14.640 ,6.480 ,0.200 ,4.950 ,1.760 ,11.010 ,5.100 ,,
2000/03/20,10:55,5.15 ,6.61,,,,14.410 ,6.650 ,0.140 ,4.100 ,1.570 ,10.470 ,5.560 ,,
2000/03/22,09:50,61.21 ,8.13,,0.020 ,7.380 ,19.770 ,5.870 ,0.120 ,3.200 ,2.470 ,11.550 ,5.840 ,,
2000/03/24,11:15,11.93 ,7.13,0.070 ,0.010 ,8.510 ,15.640 ,6.420 ,0.160 ,3.800 ,2.010 ,11.110 ,5.660 ,,
2000/03/27,09:05,5.24 ,5.71,,,8.760 ,12.970 ,6.770 ,0.150 ,3.940 ,1.470 ,10.090 ,5.150 ,,
2000/03/29,09:05,8.30 ,6.70,,,8.900 ,13.980 ,6.630 ,0.160 ,4.240 ,1.600 ,10.810 ,5.620 ,,
2000/03/31,13:20,5.15 ,6.04,0.040 ,,9.620 ,,6.580 ,0.170 ,4.500 ,1.570 ,10.600 ,5.360 ,,
2000/04/03,09:20,3.83 ,5.20,0.030 ,,8.730 ,9.580 ,6.680 ,0.190 ,4.070 ,1.310 ,9.750 ,4.870 ,,
2000/04/05,13:55,3.99 ,5.15,0.030 ,,8.800 ,9.660 ,6.590 ,0.200 ,4.220 ,1.430 ,9.740 ,4.750 ,,
2000/04/07,08:20,3.45 ,5.40,,,8.170 ,9.450 ,6.390 ,0.210 ,4.020 ,1.670 ,9.890 ,5.050 ,,
2000/04/10,12:05,18.06 ,7.69,0.040 ,,7.530 ,12.060 ,6.180 ,0.140 ,3.610 ,1.760 ,11.360 ,6.100 ,,
2000/04/12,10:15,7.27 ,6.60,,,7.580 ,11.340 ,6.290 ,0.150 ,3.680 ,1.550 ,10.360 ,5.500 ,,
2000/04/14,09:20,5.05 ,5.62,0.030 ,,8.480 ,10.490 ,6.620 ,,3.930 ,1.250 ,10.700 ,4.600 ,,
2000/04/17,08:45,6.79 ,4.28,0.060 ,,8.830 ,14.920 ,5.520 ,,4.410 ,1.430 ,12.450 ,4.390 ,,
2000/04/19,14:30,5.25 ,5.61,,,8.240 ,14.060 ,6.850 ,,3.980 ,1.430 ,11.170 ,4.890 ,,
2000/04/21,11:55,9.42 ,4.96,0.040 ,,8.220 ,14.230 ,6.100 ,,4.260 ,1.420 ,11.840 ,4.750 ,,
2000/04/24,14:25,5.05 ,6.16,0.030 ,,8.050 ,16.340 ,6.860 ,,3.790 ,1.300 ,11.120 ,5.090 ,,
2000/04/26,14:15,3.45 ,5.22,0.040 ,,8.390 ,16.060 ,6.680 ,,3.900 ,1.350 ,10.200 ,4.640 ,,
2000/04/28,07:45,2.72 ,4.77,0.050 ,,8.140 ,14.230 ,6.850 ,,3.870 ,1.130 ,10.190 ,4.560 ,,
2000/05/03,12:20,1.29 ,4.16,,,8.000 ,8.730 ,6.150 ,,4.110 ,1.070 ,9.780 ,4.140 ,,
2000/05/05,11:05,1.21 ,4.06,0.040 ,,8.090 ,8.780 ,6.830 ,,4.090 ,1.100 ,10.050 ,4.230 ,,
2000/05/08,14:35,0.84 ,3.87,0.030 ,,8.090 ,12.870 ,7.010 ,,4.150 ,1.300 ,10.300 ,4.150 ,,
2000/05/10,14:40,8.04 ,4.23,0.050 ,0.029 ,9.050 ,15.870 ,4.700 ,,4.920 ,3.940 ,15.920 ,4.230 ,,
2000/05/12,13:50,1.13 ,4.96,0.030 ,,9.680 ,15.650 ,7.520 ,,4.840 ,1.740 ,12.660 ,4.840 ,,
2000/05/15,13:55,2.33 ,7.69,0.040 ,,10.270 ,16.090 ,7.500 ,,4.700 ,1.530 ,14.240 ,5.980 ,,
2000/05/17,13:41,1.56 ,5.99,0.040 ,,8.840 ,12.920 ,7.450 ,,4.160 ,1.340 ,12.460 ,5.110 ,,
2000/05/19,12:54,2.21 ,4.59,0.020 ,,9.350 ,15.730 ,7.070 ,,5.060 ,2.000 ,13.620 ,4.900 ,,
2000/05/22,10:12,2.59 ,6.81,0.060 ,,,1.330 ,0.520 ,,4.300 ,1.350 ,13.500 ,5.710 ,,
2000/05/24,12:48,5.66 ,7.67,0.050 ,,,1.890 ,,,4.690 ,1.790 ,15.150 ,6.060 ,,
2000/05/26,13:36,5.88 ,8.11,0.030 ,,8.930 ,16.260 ,7.290 ,,3.950 ,1.450 ,13.760 ,6.110 ,,
2000/05/30,12:13,2.09 ,5.01,0.060 ,0.019 ,8.610 ,14.140 ,7.050 ,,4.070 ,1.200 ,11.310 ,4.730 ,,
2000/05/31,14:26,1.77 ,4.81,0.240 ,,9.620 ,13.940 ,7.210 ,,4.730 ,1.750 ,10.850 ,4.590 ,,
2000/06/02,12:51,1.38 ,4.74,,,8.510 ,11.470 ,7.170 ,,4.340 ,1.370 ,11.090 ,4.530 ,,
2000/06/05,12:15,1.05 ,4.59,0.020 ,,8.360 ,11.770 ,7.650 ,,4.390 ,1.150 ,11.240 ,4.610 ,,
2000/06/07,13:45,5.45 ,10.85,0.030 ,0.015 ,1.340 ,1.820 ,0.970 ,,4.560 ,1.930 ,17.240 ,7.400 ,,
2000/06/09,11:15,2.86 ,9.21,0.040 ,,10.160 ,14.600 ,7.500 ,,4.500 ,1.780 ,15.480 ,6.670 ,,
2000/06/12,12:00,1.77 ,6.22,0.020 ,,10.060 ,13.900 ,7.450 ,,4.970 ,1.700 ,14.430 ,5.860 ,,
2000/06/14,13:55,5.05 ,9.75,0.030 ,,10.290 ,,7.650 ,,4.660 ,1.860 ,17.200 ,7.020 ,,
2000/06/16,12:20,3.30 ,9.13,0.180 ,,10.290 ,15.790 ,7.160 ,,4.700 ,1.830 ,16.330 ,6.900 ,,
2000/06/19,10:45,1.87 ,6.83,0.030 ,,9.350 ,14.000 ,8.450 ,,4.500 ,1.390 ,13.560 ,5.590 ,,
2000/06/21,13:05,1.29 ,6.26,0.020 ,,9.150 ,12.470 ,7.680 ,,4.600 ,1.460 ,13.740 ,5.650 ,,
2000/06/23,14:00,5.66 ,9.16,,,8.810 ,13.810 ,7.620 ,,4.010 ,2.010 ,15.130 ,6.450 ,,
2000/06/26,07:35,2.86 ,6.59,,,8.450 ,12.110 ,7.790 ,,4.100 ,1.560 ,13.240 ,5.610 ,,
2000/06/28,11:50,2.21 ,6.10,,,8.710 ,12.890 ,8.200 ,,4.440 ,1.630 ,13.630 ,5.390 ,,
2000/06/30,12:05,1.56 ,,,,,,,,,,,,,
2000/07/05,09:40,0.91 ,5.72,,,9.160 ,11.150 ,7.580 ,,4.670 ,1.750 ,13.290 ,5.240 ,,
2000/07/06,14:00,0.71 ,5.38,,,8.990 ,10.770 ,7.860 ,,4.630 ,1.680 ,12.920 ,5.020 ,,
2000/07/07,07:20,0.71 ,5.43,0.030 ,,9.240 ,10.490 ,7.560 ,,4.580 ,1.530 ,13.930 ,5.450 ,,
2000/07/10,13:30,0.55 ,5.22,,,9.320 ,10.660 ,7.710 ,,4.650 ,1.910 ,13.180 ,5.050 ,,
2000/07/12,13:40,0.50 ,5.35,0.020 ,,8.830 ,10.300 ,7.550 ,,4.630 ,1.850 ,13.190 ,5.070 ,,
2000/07/14,10:20,0.55 ,4.75,0.030 ,,8.770 ,9.990 ,7.400 ,,4.700 ,1.460 ,13.420 ,5.180 ,,
2000/07/17,07:20,0.71 ,5.14,0.020 ,,10.760 ,12.130 ,7.680 ,,5.640 ,1.790 ,15.650 ,5.590 ,,
2000/07/19,13:40,0.60 ,4.83,0.060 ,,10.130 ,12.130 ,7.950 ,,5.890 ,1.370 ,15.020 ,5.470 ,,
2000/07/21,07:05,0.50 ,4.93,0.020 ,,9.790 ,11.500 ,7.470 ,,5.730 ,1.450 ,15.180 ,5.580 ,,
2000/07/24,07:10,0.41 ,4.57,0.020 ,,9.790 ,11.460 ,7.580 ,,5.410 ,1.790 ,15.710 ,5.630 ,,
2000/07/26,09:45,0.41 ,4.36,0.040 ,,9.100 ,10.290 ,7.940 ,,5.220 ,1.490 ,14.280 ,5.190 ,,
2000/07/28,06:55,0.41 ,4.27,0.030 ,,9.080 ,10.250 ,7.650 ,,5.240 ,1.560 ,15.300 ,5.460 ,,
2000/07/31,08:10,0.45 ,4.15,0.030 ,,11.030 ,12.450 ,7.740 ,,7.090 ,1.870 ,17.630 ,5.900 ,,
2000/08/02,07:40,0.73 ,3.75,0.030 ,,11.210 ,12.030 ,7.860 ,,6.700 ,2.080 ,17.600 ,5.880 ,,
2000/08/04,13:46,0.82 ,4.33,0.050 ,,12.350 ,13.110 ,8.200 ,,6.770 ,2.230 ,18.160 ,6.050 ,,
2000/08/07,07:05,0.89 ,4.48,0.040 ,,12.440 ,8.060 ,8.780 ,,7.200 ,2.110 ,18.100 ,6.180 ,,
2000/08/09,11:55,0.59 ,4.55,0.050 ,,10.980 ,11.190 ,8.010 ,,6.270 ,2.150 ,16.680 ,5.800 ,,
2000/08/11,06:55,0.52 ,3.95,0.020 ,,10.400 ,10.210 ,8.000 ,,5.920 ,1.940 ,16.410 ,5.820 ,,
2000/08/14,13:35,0.49 ,4.27,0.040 ,,11.680 ,11.310 ,7.980 ,,7.310 ,1.760 ,16.770 ,5.690 ,,
2000/08/16,08:50,0.59 ,3.85,0.030 ,,11.080 ,11.530 ,7.640 ,,6.880 ,2.110 ,16.830 ,5.770 ,,
2000/08/18,07:35,0.42 ,3.65,0.070 ,,10.610 ,13.770 ,7.980 ,,6.690 ,1.700 ,16.560 ,5.660 ,,
2000/08/21,08:30,0.34 ,4.20,0.030 ,,9.490 ,10.460 ,8.210 ,,6.600 ,1.480 ,16.130 ,5.690 ,,
2000/08/23,07:40,0.34 ,3.29,0.050 ,,9.120 ,10.550 ,7.980 ,,6.020 ,1.510 ,17.200 ,5.330 ,,
2000/08/25,12:00,0.40 ,3.33,0.040 ,,11.700 ,12.420 ,8.630 ,,7.520 ,1.920 ,18.670 ,5.780 ,,
2000/08/28,14:40,0.40 ,3.03,0.040 ,,11.050 ,12.440 ,8.310 ,,7.100 ,2.040 ,18.010 ,5.570 ,,
2000/08/30,14:00,0.33 ,2.99,0.050 ,,11.070 ,10.880 ,8.940 ,,7.220 ,1.870 ,16.690 ,5.390 ,,
2000/09/01,08:20,1.26 ,6.63,0.040 ,,9.940 ,10.910 ,7.830 ,,7.730 ,2.840 ,16.020 ,5.930 ,,
2000/09/05,13:35,0.20 ,4.02,0.050 ,,11.680 ,12.340 ,8.980 ,,7.100 ,2.350 ,18.060 ,6.000 ,,
2000/09/06,13:57,0.17 ,4.20,0.200 ,,11.510 ,12.410 ,9.040 ,,6.850 ,2.270 ,17.450 ,5.880 ,,
2000/09/08,10:05,0.17 ,3.93,0.050 ,,10.450 ,11.460 ,8.780 ,,7.010 ,1.730 ,17.290 ,5.890 ,,
2000/09/11,13:25,0.17 ,3.34,0.050 ,,10.270 ,10.790 ,8.590 ,,7.150 ,1.950 ,16.810 ,5.750 ,,
2000/09/13,10:50,1.48 ,5.37,0.040 ,0.040 ,13.890 ,21.170 ,8.160 ,,9.220 ,4.690 ,21.410 ,6.410 ,,
2000/09/15,08:00,0.99 ,6.35,0.050 ,,13.040 ,15.500 ,8.980 ,,7.600 ,2.380 ,19.320 ,6.850 ,,
2000/09/18,11:35,0.52 ,5.58,0.030 ,,12.080 ,12.370 ,9.010 ,,7.190 ,1.810 ,17.500 ,6.310 ,,
2000/09/20,14:10,0.59 ,4.84,0.050 ,,15.090 ,14.200 ,9.210 ,,9.580 ,2.670 ,19.310 ,6.490 ,,
2000/09/22,09:55,0.42 ,4.73,0.060 ,,12.400 ,11.780 ,7.810 ,,7.970 ,1.830 ,18.040 ,6.330 ,,
2000/09/25,08:10,0.40 ,4.81,0.030 ,,11.710 ,11.510 ,8.550 ,,7.570 ,1.830 ,17.860 ,6.300 ,,
2000/09/27,14:15,0.45 ,4.79,0.030 ,,13.100 ,12.430 ,8.170 ,,8.630 ,1.890 ,18.320 ,6.270 ,,
2000/09/29,12:15,0.38 ,4.75,0.050 ,,12.210 ,11.300 ,8.200 ,,7.580 ,1.920 ,17.110 ,5.970 ,,
2000/10/02,09:10,0.38 ,5.01,,,11.960 ,11.670 ,7.860 ,,7.770 ,1.990 ,17.160 ,6.130 ,,
2000/10/04,10:10,0.34 ,4.44,0.050 ,,10.910 ,10.430 ,7.460 ,,7.010 ,1.860 ,17.000 ,6.010 ,,
2000/10/06,12:35,0.64 ,5.04,0.050 ,,14.520 ,14.450 ,8.980 ,,8.370 ,2.810 ,19.500 ,6.740 ,,
2000/10/10,13:27,0.47 ,6.81,0.050 ,,11.970 ,11.390 ,7.830 ,,6.850 ,1.950 ,16.900 ,6.620 ,,
2000/10/11,12:50,0.42 ,6.53,0.050 ,,,2.420 ,0.420 ,,7.700 ,1.870 ,17.640 ,6.820 ,,
2000/10/13,12:55,0.36 ,5.61,0.040 ,,11.000 ,11.440 ,8.110 ,,6.940 ,1.730 ,17.330 ,6.460 ,,
2000/10/16,10:00,0.34 ,4.67,0.030 ,,10.710 ,11.240 ,7.570 ,,6.990 ,1.990 ,16.690 ,6.230 ,,
2000/10/18,13:55,4.77 ,8.19,0.050 ,0.069 ,12.780 ,21.730 ,6.860 ,,6.080 ,5.110 ,20.980 ,6.980 ,,
2000/10/20,13:50,2.08 ,11.45,0.050 ,,,,,,6.320 ,2.290 ,19.320 ,8.320 ,,
2000/10/23,09:20,0.96 ,8.80,0.050 ,,1.880 ,,1.000 ,,5.580 ,1.970 ,17.800 ,7.350 ,,
2000/10/25,10:45,0.79 ,8.00,0.020 ,0.010 ,122.580 ,11.700 ,7.190 ,,5.830 ,2.080 ,17.410 ,6.940 ,,
